"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"5126","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:14:01,FALSE,NA,"1258429894381449218",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SarahShackelf15",1300,TRUE,FALSE,NA,NA
"5127","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:14:00,FALSE,NA,"1258429888387846144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markashephoto",1300,TRUE,FALSE,NA,NA
"5128","@realDonaldTrump Seems like COVID 19 acts like karma for those that do not take this virus seriously.  Hey  Trump i… https://t.co/VCuMvW0zs5",FALSE,0,"realDonaldTrump",2020-05-07 16:13:56,TRUE,"1258053124893347841","1258429872659034112","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bingbongdingd10",0,FALSE,FALSE,NA,NA
"5129","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:56,FALSE,NA,"1258429871572815874",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SteveBoyer5000",1300,TRUE,FALSE,NA,NA
"5130","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:54,FALSE,NA,"1258429862798397440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DougFish1964",1300,TRUE,FALSE,NA,NA
"5131","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:54,FALSE,NA,"1258429862693548034",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LanitaKhalil",1300,TRUE,FALSE,NA,NA
"5132","@realDonaldTrump 
Mr. President, worried about your health and COVID-19. Please self quarantine for 2 months. Keep… https://t.co/Gd6hXQX7Gf",FALSE,0,"realDonaldTrump",2020-05-07 16:13:52,TRUE,NA,"1258429853029806080","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zhornet",0,FALSE,FALSE,NA,NA
"5133","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:44,FALSE,NA,"1258429820939034626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","grrmema",1300,TRUE,FALSE,NA,NA
"5134","@realDonaldTrump Seems like COVID 19 acts like karma for those that do not take this virus seriously.  Hey  Trump i… https://t.co/AX2dgqXTeb",FALSE,0,"realDonaldTrump",2020-05-07 16:13:43,TRUE,"1258134788294270977","1258429818703495169","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bingbongdingd10",0,FALSE,FALSE,NA,NA
"5135","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:43,FALSE,NA,"1258429815813701633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AubinLeona",1300,TRUE,FALSE,NA,NA
"5136","RT @Raga1mon: @RVAwonk Feel sorry for the valet, fingers crossed @realDonaldTrump has Covid-19 Max Version!
#BoneSpursfinalService",FALSE,0,NA,2020-05-07 16:13:42,FALSE,NA,"1258429814761029632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NufcedKevin",6,TRUE,FALSE,NA,NA
"5137","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:38,FALSE,NA,"1258429796914065409",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","janattheocean",1300,TRUE,FALSE,NA,NA
"5138","@realDonaldTrump Due to your alpha-male needs (which extends to all the YES PEOPLE around you who don't want to dra… https://t.co/ucbThloiBf",FALSE,0,"realDonaldTrump",2020-05-07 16:13:38,TRUE,NA,"1258429794821144576","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The_Bad_Deal",0,FALSE,FALSE,NA,NA
"5139","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:36,FALSE,NA,"1258429786759794691",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mode23",1300,TRUE,FALSE,NA,NA
"5140","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:27,FALSE,NA,"1258429751326388227",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Rae29217",1300,TRUE,FALSE,NA,NA
"5141","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:27,FALSE,NA,"1258429748134449152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","robbec63",1300,TRUE,FALSE,NA,NA
"5142","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:18,FALSE,NA,"1258429713732849664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bon_bon38",1300,TRUE,FALSE,NA,NA
"5143","RT @dcexaminer: ""Impeachment 2.0"" or ""C.O.U.P""

@GOPLeader, @RepAndyBiggsAZ, and @RepLouieGohmert call out the anti-@realdonaldTrump COVID-…",FALSE,0,NA,2020-05-07 16:13:17,FALSE,NA,"1258429707525271552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iWideOpen",94,TRUE,FALSE,NA,NA
"5144","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:17,FALSE,NA,"1258429707479105537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","McentyreBrenda",1300,TRUE,FALSE,NA,NA
"5145","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:16,FALSE,NA,"1258429703817478145",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DrJoeOmaha",1300,TRUE,FALSE,NA,NA
"5146","RT @charlesngoh: President #Trump and COVID-19 task force addressed Americans every week day during Coronavirus outbreak 😷, PaulBiya of #Ca…",FALSE,0,NA,2020-05-07 16:13:00,FALSE,NA,"1258429636192555008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TchoumiNjike",16,TRUE,FALSE,NA,NA
"5147","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:13:00,FALSE,NA,"1258429635056017411",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JustWhatINeede3",1300,TRUE,FALSE,NA,NA
"5148","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:56,FALSE,NA,"1258429620917096449",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","James_Savage15",1300,TRUE,FALSE,NA,NA
"5149","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 16:12:55,FALSE,NA,"1258429616609325056",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Beckaa48",518,TRUE,FALSE,NA,NA
"5150","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:52,FALSE,NA,"1258429602864795649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scottauburn",1300,TRUE,FALSE,NA,NA
"5151","RT @mmpadellan: @realDonaldTrump You know what has reached an all time high? Deaths from COVID-19.

You used to crow that the stock market…",FALSE,0,NA,2020-05-07 16:12:51,FALSE,NA,"1258429599626792960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kittytriplet",1128,TRUE,FALSE,NA,NA
"5152","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:44,FALSE,NA,"1258429567456378881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brianandrews007",1300,TRUE,FALSE,NA,NA
"5153","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:42,FALSE,NA,"1258429563022999555",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ResisterSusan",1300,TRUE,FALSE,NA,NA
"5154","@realDonaldTrump

Well, this is sad news. 

""The President and the Vice President have since tested negative for th… https://t.co/dl9aOed5Cf",FALSE,0,"realDonaldTrump",2020-05-07 16:12:38,TRUE,NA,"1258429542689095681","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kimbiwa",0,FALSE,FALSE,NA,NA
"5155","@JeffreyGuterman @realDonaldTrump I'm still waiting to hear that Trump is diagnosed with covid-19.",FALSE,16,"JeffreyGuterman",2020-05-07 16:12:37,FALSE,"1258429171312873474","1258429539828609024","246103","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hiphop41_2012",2,FALSE,FALSE,NA,NA
"5156","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:33,FALSE,NA,"1258429522879352832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dlk1956",1300,TRUE,FALSE,NA,NA
"5157","@realDonaldTrump is definitely going to get coronavirus at some point, right?  https://t.co/rzRRzrG4SI",FALSE,0,"realDonaldTrump",2020-05-07 16:12:33,FALSE,NA,"1258429522216652801","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","StatsInTheWild",0,FALSE,FALSE,NA,NA
"5158","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:31,FALSE,NA,"1258429512993267719",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lachic288",1300,TRUE,FALSE,NA,NA
"5159","RT @CaslerNoel: Trump could have been spreading Covid-19 to everyone in that factory on Tuesday because he didn’t want to look bad in a cam…",FALSE,0,NA,2020-05-07 16:12:26,FALSE,NA,"1258429494274244608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Damndrew2",462,TRUE,FALSE,NA,NA
"5160","RT @Jali_Cat: 🚨 REAL NEWS ALERT🚨

FDA has approved trials for a lung 'disinfectant.'

💁‍♀️You know...the thing @realDonaldTrump talked abou…",FALSE,0,NA,2020-05-07 16:12:17,FALSE,NA,"1258429456873635843",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","herna_santigo",1583,TRUE,FALSE,NA,NA
"5161","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:17,FALSE,NA,"1258429455149793282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ohdohz",1300,TRUE,FALSE,NA,NA
"5162","A #WhiteHouse #USMC valet who worked for and had close contact with @realDonaldTrump #Trump tested positive for… https://t.co/0VxPlo2DPE",FALSE,0,NA,2020-05-07 16:12:10,TRUE,NA,"1258429425957429248",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jimmcdaniels19",0,FALSE,FALSE,NA,NA
"5163","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:06,FALSE,NA,"1258429409331048449",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","brightblonde123",1300,TRUE,FALSE,NA,NA
"5164","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:05,FALSE,NA,"1258429404964966400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FegsoomemN",1300,TRUE,FALSE,NA,NA
"5165","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:12:04,FALSE,NA,"1258429403568254976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","corybantic",1300,TRUE,FALSE,NA,NA
"5166","I find this funny and perfect. @realDonaldTrump conned some Americans into thinking he's presidential material. Now… https://t.co/hU9ZQ5TorZ",FALSE,1,NA,2020-05-07 16:12:00,TRUE,NA,"1258429386451226624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SheriShepherd16",1,FALSE,FALSE,NA,NA
"5167","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:58,FALSE,NA,"1258429375919411203",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EuanLivingston",1300,TRUE,FALSE,NA,NA
"5168","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:55,FALSE,NA,"1258429365622374408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blueyedmexicana",1300,TRUE,FALSE,NA,NA
"5169","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:50,FALSE,NA,"1258429341425258496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","R_n_RSongbird",1300,TRUE,FALSE,NA,NA
"5170","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:46,FALSE,NA,"1258429327118499840",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mjbmab1",1300,TRUE,FALSE,NA,NA
"5171","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:45,FALSE,NA,"1258429321477271553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chermatt",1300,TRUE,FALSE,NA,NA
"5172","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 16:11:40,FALSE,NA,"1258429300153425921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ExecGQ",518,TRUE,FALSE,NA,NA
"5173","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:34,FALSE,NA,"1258429275629215745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","01KarenO",1300,TRUE,FALSE,NA,NA
"5174","If you think you're a wartime president @realDonaldTrump then act like it. Do something. #coronavirus #Covid_19… https://t.co/G5kNJDiQol",FALSE,0,NA,2020-05-07 16:11:32,TRUE,NA,"1258429267811209223",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avalg75",0,FALSE,FALSE,NA,NA
"5175","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:31,FALSE,NA,"1258429263952429056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","islandgirl222",1300,TRUE,FALSE,NA,NA
"5176","@realDonaldTrump So in your rush to reopen the country in hopes it will get u reelected,  why don't u line up hundr… https://t.co/ajn7P9MaTk",FALSE,0,"realDonaldTrump",2020-05-07 16:11:31,TRUE,NA,"1258429262933229570","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kitt51156338",0,FALSE,FALSE,NA,NA
"5177","RT @mmpadellan: @realDonaldTrump You know what has reached an all time high? Deaths from COVID-19.

You used to crow that the stock market…",FALSE,0,NA,2020-05-07 16:11:28,FALSE,NA,"1258429249452675072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jtkirklin",1128,TRUE,FALSE,NA,NA
"5178","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:26,FALSE,NA,"1258429243916275720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lizc444",1300,TRUE,FALSE,NA,NA
"5179","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 16:11:24,FALSE,NA,"1258429234638393348",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jcblount",518,TRUE,FALSE,NA,NA
"5180","RT @dcexaminer: ""Impeachment 2.0"" or ""C.O.U.P""

@GOPLeader, @RepAndyBiggsAZ, and @RepLouieGohmert call out the anti-@realdonaldTrump COVID-…",FALSE,0,NA,2020-05-07 16:11:24,FALSE,NA,"1258429233266909187",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhighamPhoto",94,TRUE,FALSE,NA,NA
"5181","@RealWayneRoot @realDonaldTrump An even better question is:  Why does America have so many COVID-19 cases, &amp; deaths… https://t.co/KqlxCwe2UQ",FALSE,0,"RealWayneRoot",2020-05-07 16:11:23,TRUE,"1257683240267046913","1258429229429030914","38284349","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BEyedWoman",0,FALSE,FALSE,NA,NA
"5182","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:18,FALSE,NA,"1258429207807287299",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Persiflage77",1300,TRUE,FALSE,NA,NA
"5183","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:17,FALSE,NA,"1258429205781663746",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","h_chuckie",1300,TRUE,FALSE,NA,NA
"5184","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:11:11,FALSE,NA,"1258429181186228224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LornaSt70759402",1300,TRUE,FALSE,NA,NA
"5185","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 16:10:59,FALSE,NA,"1258429127964725248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nuez_martha",518,TRUE,FALSE,NA,NA
"5186","RT @Justlove3332: On election day I dont just want @realDonaldTrump to lose, I want to crush him at the polls. I want him in the 30s. I wan…",FALSE,0,NA,2020-05-07 16:10:59,FALSE,NA,"1258429127314546688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roseserao",48,TRUE,FALSE,NA,NA
"5187","RT @PRNews: Breaking: Valet of @realDonaldTrump tests positive. https://t.co/LbWtqKHQdD https://t.co/5Pqx1LTXGx",FALSE,0,NA,2020-05-07 16:10:58,FALSE,NA,"1258429126156918788",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skarenstein",3,TRUE,FALSE,NA,NA
"5188","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:57,FALSE,NA,"1258429121794842626",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tiggerconner",1300,TRUE,FALSE,NA,NA
"5189","Trump officials reportedly dispute the US COVID-19 death toll, floating a far-fetched theory that hospitals may be… https://t.co/Yxt68OBNKv",FALSE,0,NA,2020-05-07 16:10:51,TRUE,NA,"1258429097023352834",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PegOLoughlin",0,FALSE,FALSE,NA,NA
"5190","@va_shiva @realDonaldTrump !!! Have the COVID-19 positive valet hand it to him !!!!",FALSE,0,"va_shiva",2020-05-07 16:10:47,FALSE,"1258049930284892167","1258429080443158530","364214133","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ResisterSister",0,FALSE,FALSE,NA,NA
"5191","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:45,FALSE,NA,"1258429071740014593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","babytwin59",1300,TRUE,FALSE,NA,NA
"5192","RT @mmpadellan: @realDonaldTrump You know what has reached an all time high? Deaths from COVID-19.

You used to crow that the stock market…",FALSE,0,NA,2020-05-07 16:10:45,FALSE,NA,"1258429069844070400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BlackOrch1d",1128,TRUE,FALSE,NA,NA
"5193","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:40,FALSE,NA,"1258429047484399616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GrimaldiBrenda",1300,TRUE,FALSE,NA,NA
"5194","#ValetToPresident TESTED POSITIVE TO THE #HOAX #Coronavirus ""Sorry NOT Sorry"" BUT IF ANYBODY SHOULD GET #Covid_19 I… https://t.co/cgQDBORhUW",FALSE,1,NA,2020-05-07 16:10:33,TRUE,NA,"1258429019743272961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MyTiffylady",0,FALSE,FALSE,NA,NA
"5195","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:32,FALSE,NA,"1258429014177468417",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","edgeoforever",1300,TRUE,FALSE,NA,NA
"5196","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:27,FALSE,NA,"1258428994678030338",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fullbloomwomen",1300,TRUE,FALSE,NA,NA
"5197","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:24,FALSE,NA,"1258428983168741377",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Angel2daMax",1300,TRUE,FALSE,NA,NA
"5198","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:20,FALSE,NA,"1258428964743327744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrDiva82",1300,TRUE,FALSE,NA,NA
"5199","“Some jacka$$ wasn’t wearing a mask and now my valet has Covid-19!”
-@realDonaldTrump.
May 7, 2020 https://t.co/sbQkArcXXj",FALSE,0,NA,2020-05-07 16:10:19,FALSE,NA,"1258428959978516486",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ladolcevitaone",0,FALSE,FALSE,NA,NA
"5200","@GOPChairwoman @realDonaldTrump How about at the local level?  

https://t.co/zOX0DLVV0R",FALSE,0,"GOPChairwoman",2020-05-07 16:10:17,FALSE,"1258428634714517504","1258428954202931201","2353605901","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","donno2016",0,FALSE,FALSE,NA,NA
"5201","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:17,FALSE,NA,"1258428952923656194",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","expobear1",1300,TRUE,FALSE,NA,NA
"5202","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:10:14,FALSE,NA,"1258428938239574020",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jasperthor",1300,TRUE,FALSE,NA,NA
"5203","@HawleyMO How do you apply this caring quote to the @GOP &amp; @realDonaldTrump complete failure to provide a promised… https://t.co/WPbysvcOFe",FALSE,0,"HawleyMO",2020-05-07 16:10:09,TRUE,"1258346038492106752","1258428921093201920","2352629311","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidTrompeter",0,FALSE,FALSE,NA,NA
"5204","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:09:48,FALSE,NA,"1258428830030725126",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kenkircher1",1300,TRUE,FALSE,NA,NA
"5205","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 16:09:46,FALSE,NA,"1258428821965021185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Desha7",1300,TRUE,FALSE,NA,NA
